CHROM	GENE	GENENAME	TRAIT	TRAITNAME	PVAL	LOG10P	FDR	P<1e-9	ANNOTATION
7	ENSG00000106400	ZNHIT1	p30030	Haematocrit percentage	2.78E-08	7.55583	6.58E-05	0	HIC
11	ENSG00000168071	CCDC88B	p30280	Immature reticulocyte fraction	2.85E-08	7.54474	6.73E-05	0	HIC
12	ENSG00000111249	CUX2	p30090	Platelet crit	3.47E-08	7.45968	8.15E-05	0	HIC
2	ENSG00000127837	AAMP	p30000	White blood cell count	3.53E-08	7.4526	8.25E-05	0	HIC
17	ENSG00000006047	YBX2	p30860	Total protein	3.71E-08	7.43062	8.61E-05	0	HIC
17	ENSG00000181856	SLC2A4	p30860	Total protein	3.71E-08	7.43062	8.61E-05	0	HIC
4	ENSG00000178988	MRFAP1L1	p30140	Neutrophill count	3.96E-08	7.4027	9.15E-05	0	HIC
11	ENSG00000160584	SIK3	p30110	Platelet distribution width	4.14E-08	7.38251	9.49E-05	0	HIC
17	ENSG00000161405	IKZF3	p30210	Eosinophill percentage	4.15E-08	7.38203	9.49E-05	0	HIC
17	ENSG00000186075	ZPBP2	p30210	Eosinophill percentage	4.15E-08	7.38203	9.49E-05	0	HIC
4	ENSG00000109519	GRPEL1	p30140	Neutrophill count	4.55E-08	7.34203	0.0001036346401	0	HIC
7	ENSG00000205277	MUC12	p30030	Haematocrit percentage	4.67E-08	7.33057	0.0001060041813	0	HIC
8	ENSG00000130227	XPO7	p30260	Mean reticulocyte volume	4.69E-08	7.32876	0.0001060467184	0	HIC
7	ENSG00000106244	PDAP1	p30020	Haemoglobin concentration	4.84E-08	7.31524	0.00010899024	0	HIC
6	ENSG00000164442	CITED2	p30290	High light scatter reticulocyte percentage	4.99E-08	7.30161	0.0001120454116	0	HIC
5	ENSG00000198944	SOWAHA	p30150	Eosinophill count	5.47E-08	7.26176	0.0001223563718	0	HIC
12	ENSG00000111249	CUX2	p30080	Platelet count	5.51E-08	7.25921	0.0001226210713	0	HIC
15	ENSG00000137845	ADAM10	p30760	HDL Cholesterol	5.61E-08	7.25123	0.0001244341483	0	HIC
4	ENSG00000186222	BLOC1S4	p30140	Neutrophill count	6.17E-08	7.20981	0.0001363829143	0	HIC
2	ENSG00000115756	HPCAL1	p30680	Calcium	6.50E-08	7.18693	0.000143234034	0	HIC
19	ENSG00000130159	ECSIT	p30690	Cholesterol	7.68E-08	7.11467	0.0001677875715	0	HIC
7	ENSG00000087077	TRIP6	p30020	Haemoglobin concentration	7.70E-08	7.11347	0.0001677875715	0	HIC
7	ENSG00000087087	SRRT	p30020	Haemoglobin concentration	7.70E-08	7.11347	0.0001677875715	0	HIC
17	ENSG00000013306	SLC25A39	p30270	Mean sphered cell volume	7.98E-08	7.09815	0.0001731845324	0	HIC
11	ENSG00000160613	PCSK7	p30110	Platelet distribution width	8.29E-08	7.08131	0.0001787411991	0	HIC
11	ENSG00000167257	RNF214	p30110	Platelet distribution width	8.29E-08	7.08131	0.0001787411991	0	HIC
17	ENSG00000141499	WRAP53	p30690	Cholesterol	8.91E-08	7.04989	0.0001914656361	0	HIC
7	ENSG00000077080	ACTL6B	p30030	Haematocrit percentage	9.46E-08	7.02391	0.0002018272311	0	HIC
7	ENSG00000172336	POP7	p30030	Haematocrit percentage	9.46E-08	7.02391	0.0002018272311	0	HIC
5	ENSG00000198944	SOWAHA	p30210	Eosinophill percentage	9.68E-08	7.01397	0.0002044720779	0	HIC
7	ENSG00000146830	GIGYF1	p30030	Haematocrit percentage	9.69E-08	7.01366	0.0002044720779	0	HIC
7	ENSG00000172354	GNB2	p30030	Haematocrit percentage	9.69E-08	7.01366	0.0002044720779	0	HIC
7	ENSG00000106245	BUD31	p30020	Haemoglobin concentration	1.01E-07	6.99359	0.0002130350329	0	HIC
19	ENSG00000074219	TEAD2	p30600	Albumin	1.02E-07	6.98979	0.0002130350329	0	HIC
19	ENSG00000104901	DKKL1	p30600	Albumin	1.02E-07	6.98979	0.0002130350329	0	HIC
3	ENSG00000175792	RUVBL1	p30190	Monocyte percentage	1.02E-07	6.98979	0.0002130350329	0	HIC
20	ENSG00000125812	GZF1	p30720	Cystatin C	1.04E-07	6.98149	0.000216396819	0	HIC
6	ENSG00000124812	CRISP1	p30260	Mean reticulocyte volume	1.10E-07	6.9567	0.0002283210123	0	HIC
2	ENSG00000179921	GPBAR1	p30200	Neutrophill percentage	1.13E-07	6.94704	0.0002326569438	0	HIC
17	ENSG00000167536	DHRS13	p30070	Red blood cell distribution width	1.24E-07	6.90762	0.0002538933056	0	HIC
17	ENSG00000132514	CLEC10A	p30870	Triglycerides	1.27E-07	6.89619	0.0002597775041	0	HIC
11	ENSG00000160584	SIK3	p30640	Apolipoprotein B	1.34E-07	6.8713	0.0002741680571	0	HIC
7	ENSG00000106330	MOSPD3	p30030	Haematocrit percentage	1.39E-07	6.85814	0.0002807000054	0	HIC
7	ENSG00000106333	PCOLCE	p30030	Haematocrit percentage	1.39E-07	6.85814	0.0002807000054	0	HIC
3	ENSG00000058262	SEC61A1	p30130	Monocyte count	1.49E-07	6.82658	0.0003008448672	0	HIC
6	ENSG00000124812	CRISP1	p30290	High light scatter reticulocyte percentage	1.71E-07	6.766	0.0003447209532	0	HIC
11	ENSG00000160613	PCSK7	p30640	Apolipoprotein B	1.79E-07	6.7483	0.0003566747576	0	HIC
11	ENSG00000167257	RNF214	p30640	Apolipoprotein B	1.79E-07	6.7483	0.0003566747576	0	HIC
17	ENSG00000161940	BCL6B	p30870	Triglycerides	1.80E-07	6.74577	0.0003575707022	0	HIC
6	ENSG00000170950	PGK2	p30240	Reticulocyte percentage	1.92E-07	6.71654	0.0003812029403	0	HIC
6	ENSG00000124812	CRISP1	p30300	High light scatter reticulocyte count	1.99E-07	6.70092	0.0003928611024	0	HIC
6	ENSG00000137168	PPIL1	p30270	Mean sphered cell volume	1.99E-07	6.7006	0.0003928611024	0	HIC
7	ENSG00000078487	ZCWPW1	p30020	Haemoglobin concentration	2.04E-07	6.69098	0.0004003477977	0	HIC
6	ENSG00000118513	MYB	p30010	Red blood cell count	2.06E-07	6.68703	0.0004026896754	0	HIC
19	ENSG00000104894	CD37	p30600	Albumin	2.14E-07	6.66884	0.0004185507783	0	HIC
7	ENSG00000106330	MOSPD3	p30010	Red blood cell count	2.16E-07	6.66537	0.0004191863927	0	HIC
7	ENSG00000106333	PCOLCE	p30010	Red blood cell count	2.16E-07	6.66537	0.0004191863927	0	HIC
1	ENSG00000163565	IFI16	p30260	Mean reticulocyte volume	2.18E-07	6.66156	0.0004205321681	0	HIC
7	ENSG00000077454	LRCH4	p30030	Haematocrit percentage	2.20E-07	6.65841	0.0004205321681	0	HIC
7	ENSG00000106336	FBXO24	p30030	Haematocrit percentage	2.20E-07	6.65841	0.0004205321681	0	HIC
7	ENSG00000205307	SAP25	p30030	Haematocrit percentage	2.20E-07	6.65841	0.0004205321681	0	HIC
14	ENSG00000129562	DAD1	p30070	Red blood cell distribution width	2.34E-07	6.63049	0.0004470316954	0	HIC
19	ENSG00000063127	SLC6A16	p30600	Albumin	2.37E-07	6.62484	0.0004514522145	0	HIC
7	ENSG00000077454	LRCH4	p30010	Red blood cell count	2.50E-07	6.60158	0.0004718111361	0	HIC
7	ENSG00000106336	FBXO24	p30010	Red blood cell count	2.50E-07	6.60158	0.0004718111361	0	HIC
7	ENSG00000205307	SAP25	p30010	Red blood cell count	2.50E-07	6.60158	0.0004718111361	0	HIC
17	ENSG00000166750	SLFN5	p30110	Platelet distribution width	2.80E-07	6.55339	0.0005255316689	0	HIC
7	ENSG00000077080	ACTL6B	p30010	Red blood cell count	2.87E-07	6.54239	0.0005356646643	0	HIC
7	ENSG00000172336	POP7	p30010	Red blood cell count	2.87E-07	6.54239	0.0005356646643	0	HIC
14	ENSG00000100439	ABHD4	p30070	Red blood cell distribution width	2.99E-07	6.52407	0.0005570143041	0	HIC
16	ENSG00000140968	IRF8	p30140	Neutrophill count	3.01E-07	6.52181	0.0005581923242	0	HIC
7	ENSG00000146830	GIGYF1	p30010	Red blood cell count	3.36E-07	6.47422	0.0006190151387	0	HIC
7	ENSG00000172354	GNB2	p30010	Red blood cell count	3.36E-07	6.47422	0.0006190151387	0	HIC
6	ENSG00000137218	FRS3	p30270	Mean sphered cell volume	3.40E-07	6.46843	0.0006254046668	0	HIC
6	ENSG00000214736	TOMM6	p30270	Mean sphered cell volume	3.46E-07	6.46105	0.0006330104456	0	HIC
17	ENSG00000169992	NLGN2	p30860	Total protein	3.48E-07	6.4579	0.0006330104456	0	HIC
17	ENSG00000205544	TMEM256	p30860	Total protein	3.48E-07	6.4579	0.0006330104456	0	HIC
17	ENSG00000262481	TMEM256-PLSCR3	p30860	Total protein	3.48E-07	6.4579	0.0006330104456	0	HIC
22	ENSG00000099968	BCL2L13	p30000	White blood cell count	3.53E-07	6.45243	0.0006371836698	0	HIC
22	ENSG00000131100	ATP6V1E1	p30000	White blood cell count	3.53E-07	6.45243	0.0006371836698	0	HIC
2	ENSG00000171848	RRM2	p30680	Calcium	3.92E-07	6.40692	0.0007054600154	0	HIC
6	ENSG00000164442	CITED2	p30260	Mean reticulocyte volume	3.97E-07	6.40156	0.0007120886495	0	HIC
21	ENSG00000183527	PSMG1	p30190	Monocyte percentage	4.14E-07	6.38304	0.0007408999969	0	HIC
17	ENSG00000141505	ASGR1	p30860	Total protein	4.38E-07	6.35833	0.0007819499739	0	HIC
6	ENSG00000170950	PGK2	p30250	Reticulocyte count	4.45E-07	6.35168	0.0007916663218	0	HIC
8	ENSG00000130227	XPO7	p30270	Mean sphered cell volume	4.84E-07	6.31507	0.0008580447794	0	HIC
2	ENSG00000119866	BCL11A	p30260	Mean reticulocyte volume	4.85E-07	6.31415	0.0008580447794	0	HIC
17	ENSG00000213859	KCTD11	p30850	Testosterone	4.97E-07	6.30358	0.0008766061059	0	HIC
17	ENSG00000072818	ACAP1	p30850	Testosterone	5.17E-07	6.2861	0.0009099400161	0	HIC
2	ENSG00000119866	BCL11A	p30010	Red blood cell count	5.37E-07	6.26991	0.0009400488615	0	HIC
14	ENSG00000100461	RBM23	p30070	Red blood cell distribution width	5.38E-07	6.26943	0.0009400488615	0	HIC
6	ENSG00000278224	PRICKLE4	p30270	Mean sphered cell volume	5.48E-07	6.26102	0.0009556520049	0	HIC
1	ENSG00000162706	CADM3	p30710	C-reactive protein	5.54E-07	6.25625	0.0009634135974	0	HIC
8	ENSG00000147443	DOK2	p30270	Mean sphered cell volume	5.97E-07	6.22387	0.001034997726	0	HIC
17	ENSG00000141161	UNC45B	p30110	Platelet distribution width	6.12E-07	6.21333	0.001057376433	0	HIC
1	ENSG00000010165	METTL13	p30110	Platelet distribution width	6.19E-07	6.20829	0.001066653698	0	HIC
11	ENSG00000196666	FAM180B	p30130	Monocyte count	6.57E-07	6.1826	0.001128420133	0	HIC
1	ENSG00000117533	VAMP4	p30110	Platelet distribution width	6.68E-07	6.17508	0.001144858344	0	HIC
6	ENSG00000164442	CITED2	p30300	High light scatter reticulocyte count	6.83E-07	6.16527	0.001167686359	0	HIC
11	ENSG00000168065	SLC22A11	p30280	Immature reticulocyte fraction	7.11E-07	6.14819	0.001211083717	0	HIC
17	ENSG00000108309	RUNDC3A	p30260	Mean reticulocyte volume	7.31E-07	6.13626	0.001241296721	0	HIC
11	ENSG00000196666	FAM180B	p30760	HDL Cholesterol	7.37E-07	6.13229	0.001249167042	0	HIC
7	ENSG00000106244	PDAP1	p30070	Red blood cell distribution width	7.55E-07	6.12212	0.001275172306	0	HIC
6	ENSG00000096006	CRISP3	p30290	High light scatter reticulocyte percentage	7.79E-07	6.10868	0.001311567523	0	HIC
6	ENSG00000137409	MTCH1	p30270	Mean sphered cell volume	8.00E-07	6.0967	0.001344484636	0	HIC
19	ENSG00000074219	TEAD2	p30860	Total protein	8.36E-07	6.07786	0.001396292385	0	HIC
19	ENSG00000104901	DKKL1	p30860	Total protein	8.36E-07	6.07786	0.001396292385	0	HIC
7	ENSG00000160862	AZGP1	p30010	Red blood cell count	8.66E-07	6.0627	0.001441888468	0	HIC
19	ENSG00000161914	ZNF653	p30640	Apolipoprotein B	8.71E-07	6.05979	0.001447572419	0	HIC
4	ENSG00000170871	KIAA0232	p30200	Neutrophill percentage	9.53E-07	6.02108	0.001578164411	0	HIC
6	ENSG00000164442	CITED2	p30270	Mean sphered cell volume	1.01E-06	5.99597	0.001667506313	0	HIC
17	ENSG00000161958	FGF11	p30850	Testosterone	1.11E-06	5.95362	0.001828259273	0	HIC
17	ENSG00000181284	TMEM102	p30850	Testosterone	1.11E-06	5.95362	0.001828259273	0	HIC
4	ENSG00000170871	KIAA0232	p30000	White blood cell count	1.14E-06	5.94168	0.001874100196	0	HIC
19	ENSG00000130176	CNN1	p30640	Apolipoprotein B	1.15E-06	5.94043	0.001874394718	0	HIC
4	ENSG00000179010	MRFAP1	p30200	Neutrophill percentage	1.15E-06	5.9391	0.001875048494	0	HIC
6	ENSG00000096006	CRISP3	p30300	High light scatter reticulocyte count	1.18E-06	5.9299	0.00191001662	0	HIC
4	ENSG00000179010	MRFAP1	p30000	White blood cell count	1.19E-06	5.92565	0.001923600852	0	HIC
2	ENSG00000179921	GPBAR1	p30180	Lymphocyte percentage	1.20E-06	5.92007	0.001943237713	0	HIC
19	ENSG00000130165	ELOF1	p30640	Apolipoprotein B	1.25E-06	5.90381	0.002011963226	0	HIC
17	ENSG00000182896	TMEM95	p30850	Testosterone	1.26E-06	5.90128	0.002018307194	0	HIC
9	ENSG00000107130	NCS1	p30030	Haematocrit percentage	1.35E-06	5.87012	0.002162656788	0	HIC
7	ENSG00000106245	BUD31	p30070	Red blood cell distribution width	1.46E-06	5.83452	0.002341159623	0	HIC
6	ENSG00000170950	PGK2	p30750	Glycated haemoglobin (HbA1c)	1.53E-06	5.81632	0.002434879763	0	HIC
17	ENSG00000132514	CLEC10A	p30710	C-reactive protein	1.53E-06	5.81514	0.002435045443	0	HIC
6	ENSG00000146192	FGD2	p30270	Mean sphered cell volume	1.54E-06	5.81291	0.002435980989	0	HIC
17	ENSG00000161405	IKZF3	p30150	Eosinophill count	1.54E-06	5.81154	0.002435980989	0	HIC
17	ENSG00000186075	ZPBP2	p30150	Eosinophill count	1.54E-06	5.81154	0.002435980989	0	HIC
17	ENSG00000141499	WRAP53	p30850	Testosterone	1.58E-06	5.80265	0.002477821953	0	HIC
17	ENSG00000141161	UNC45B	p30240	Reticulocyte percentage	1.58E-06	5.80187	0.002477821953	0	HIC
14	ENSG00000100813	ACIN1	p30070	Red blood cell distribution width	1.64E-06	5.78458	0.002571743471	0	HIC
1	ENSG00000132681	ATP1A4	p30710	C-reactive protein	1.65E-06	5.78228	0.002572358922	0	HIC
4	ENSG00000170871	KIAA0232	p30180	Lymphocyte percentage	1.65E-06	5.78222	0.002572358922	0	HIC
2	ENSG00000127837	AAMP	p30200	Neutrophill percentage	1.73E-06	5.76307	0.002681377157	0	HIC
16	ENSG00000087250	MT3	p30760	HDL Cholesterol	1.80E-06	5.74548	0.002785012474	0	HIC
6	ENSG00000112081	SRSF3	p30270	Mean sphered cell volume	1.88E-06	5.725	0.002906311183	0	HIC
7	ENSG00000077080	ACTL6B	p30020	Haemoglobin concentration	1.89E-06	5.72362	0.002906311183	0	HIC
7	ENSG00000172336	POP7	p30020	Haemoglobin concentration	1.89E-06	5.72362	0.002906311183	0	HIC
4	ENSG00000179010	MRFAP1	p30180	Lymphocyte percentage	1.90E-06	5.72083	0.002917580202	0	HIC
11	ENSG00000149591	TAGLN	p30270	Mean sphered cell volume	1.92E-06	5.71738	0.002933366446	0	HIC
17	ENSG00000161940	BCL6B	p30710	C-reactive protein	2.07E-06	5.68389	0.003160477105	0	HIC
7	ENSG00000146830	GIGYF1	p30020	Haemoglobin concentration	2.10E-06	5.67833	0.003185031152	0	HIC
7	ENSG00000172354	GNB2	p30020	Haemoglobin concentration	2.10E-06	5.67833	0.003185031152	0	HIC
14	ENSG00000125952	MAX	p30110	Platelet distribution width	2.20E-06	5.65804	0.003328958366	0	HIC
14	ENSG00000100714	MTHFD1	p30110	Platelet distribution width	2.23E-06	5.65075	0.00337680357	0	HIC
17	ENSG00000188895	MSL1	p30140	Neutrophill count	2.34E-06	5.6315	0.003520999591	0	HIC
12	ENSG00000136048	DRAM1	p30770	IGF-1	2.50E-06	5.6021	0.003758191267	0	HIC
1	ENSG00000163565	IFI16	p30270	Mean sphered cell volume	2.59E-06	5.58668	0.003884315499	0	HIC
19	ENSG00000039650	PNKP	p30860	Total protein	2.63E-06	5.57984	0.003936160667	0	HIC
17	ENSG00000215041	NEURL4	p30850	Testosterone	2.69E-06	5.56984	0.004017850973	0	HIC
17	ENSG00000073536	NLE1	p30110	Platelet distribution width	2.90E-06	5.53802	0.004312583384	0	HIC
1	ENSG00000117543	DPH5	p30200	Neutrophill percentage	2.92E-06	5.534	0.004341940293	0	HIC
19	ENSG00000063127	SLC6A16	p30860	Total protein	2.96E-06	5.52817	0.004389780821	0	HIC
9	ENSG00000096968	JAK2	p30090	Platelet crit	3.12E-06	5.5054	0.0046147105	0	HIC
6	ENSG00000186470	BTN3A2	p30020	Haemoglobin concentration	3.19E-06	5.49583	0.004705965156	0	HIC
21	ENSG00000157557	ETS2	p30190	Monocyte percentage	3.22E-06	5.49195	0.004736587476	0	HIC
2	ENSG00000143869	GDF7	p30640	Apolipoprotein B	3.23E-06	5.49023	0.004743785176	0	HIC
14	ENSG00000139880	CDH24	p30070	Red blood cell distribution width	3.35E-06	5.47505	0.004900575094	0	HIC
6	ENSG00000188056	TREML4	p30260	Mean reticulocyte volume	3.50E-06	5.45628	0.005104599273	0	HIC
16	ENSG00000131143	COX4I1	p30140	Neutrophill count	3.53E-06	5.45203	0.005129895629	0	HIC
16	ENSG00000131148	EMC8	p30140	Neutrophill count	3.53E-06	5.45203	0.005129895629	0	HIC
17	ENSG00000132522	GPS2	p30850	Testosterone	3.63E-06	5.4401	0.005260060915	0	HIC
17	ENSG00000166750	SLFN5	p30290	High light scatter reticulocyte percentage	3.73E-06	5.42871	0.005386858151	0	HIC
19	ENSG00000104894	CD37	p30860	Total protein	3.77E-06	5.42421	0.005429912302	0	HIC
7	ENSG00000106330	MOSPD3	p30020	Haemoglobin concentration	3.79E-06	5.42119	0.005441703156	0	HIC
7	ENSG00000106333	PCOLCE	p30020	Haemoglobin concentration	3.79E-06	5.42119	0.005441703156	0	HIC
6	ENSG00000096384	HSP90AB1	p30080	Platelet count	3.84E-06	5.41516	0.005504648344	0	HIC
7	ENSG00000077454	LRCH4	p30020	Haemoglobin concentration	3.89E-06	5.40996	0.005531443783	0	HIC
7	ENSG00000106336	FBXO24	p30020	Haemoglobin concentration	3.89E-06	5.40996	0.005531443783	0	HIC
7	ENSG00000205307	SAP25	p30020	Haemoglobin concentration	3.89E-06	5.40996	0.005531443783	0	HIC
6	ENSG00000124508	BTN2A2	p30020	Haemoglobin concentration	3.99E-06	5.39928	0.005653012429	0	HIC
22	ENSG00000015475	BID	p30000	White blood cell count	4.00E-06	5.39847	0.005653012429	0	HIC
3	ENSG00000177646	ACAD9	p30130	Monocyte count	4.15E-06	5.38194	0.00585853827	0	HIC
6	ENSG00000272325	NUDT3	p30130	Monocyte count	4.57E-06	5.33999	0.006437555634	0	HIC
19	ENSG00000129347	KRI1	p30640	Apolipoprotein B	4.63E-06	5.33485	0.006498978516	0	HIC
6	ENSG00000112079	STK38	p30110	Platelet distribution width	4.78E-06	5.32035	0.006703962528	0	HIC
2	ENSG00000138100	TRIM54	p30870	Triglycerides	4.98E-06	5.30318	0.006958095974	0	HIC
17	ENSG00000141510	TP53	p30850	Testosterone	5.00E-06	5.30135	0.006971265132	0	HIC
19	ENSG00000104960	PTOV1	p30860	Total protein	5.24E-06	5.28096	0.007289456078	0	HIC
14	ENSG00000125954	CHURC1-FNTB	p30110	Platelet distribution width	5.48E-06	5.26095	0.007597997404	0	HIC
14	ENSG00000258289	CHURC1	p30110	Platelet distribution width	5.48E-06	5.26095	0.007597997404	0	HIC
5	ENSG00000154122	ANKH	p30810	Phosphate	5.60E-06	5.25156	0.007746216186	0	HIC
7	ENSG00000106366	SERPINE1	p30010	Red blood cell count	5.66E-06	5.24746	0.007801756313	0	HIC
9	ENSG00000160326	SLC2A6	p30640	Apolipoprotein B	5.78E-06	5.23812	0.007953118133	0	HIC
4	ENSG00000178988	MRFAP1L1	p30200	Neutrophill percentage	6.05E-06	5.21796	0.008311985173	0	HIC
4	ENSG00000109519	GRPEL1	p30000	White blood cell count	6.27E-06	5.20262	0.008591210301	0	HIC
5	ENSG00000081189	MEF2C	p30080	Platelet count	6.67E-06	5.17604	0.009112681552	0	HIC
1	ENSG00000162694	EXTL2	p30200	Neutrophill percentage	6.70E-06	5.17377	0.009118987093	0	HIC
1	ENSG00000162695	SLC30A7	p30200	Neutrophill percentage	6.70E-06	5.17377	0.009118987093	0	HIC
1	ENSG00000116641	DOCK7	p30870	Triglycerides	6.72E-06	5.17264	0.009122106622	0	HIC
6	ENSG00000124762	CDKN1A	p30110	Platelet distribution width	7.12E-06	5.14748	0.009644415231	0	HIC
2	ENSG00000119866	BCL11A	p30270	Mean sphered cell volume	7.28E-06	5.13802	0.009834648884	0	HIC
19	ENSG00000125652	ALKBH7	p30080	Platelet count	7.36E-06	5.13283	0.009930566217	0	HIC
3	ENSG00000175792	RUVBL1	p30210	Eosinophill percentage	7.40E-06	5.13066	0.009957982236	0	HIC
19	ENSG00000125651	GTF2F1	p30080	Platelet count	7.43E-06	5.12892	0.009966955732	0	HIC
19	ENSG00000125650	PSPN	p30080	Platelet count	7.44E-06	5.12833	0.009966955732	0	HIC
19	ENSG00000126453	BCL2L12	p30860	Total protein	7.54E-06	5.12235	0.01006033236	0	HIC
19	ENSG00000126456	IRF3	p30860	Total protein	7.54E-06	5.12235	0.01006033236	0	HIC
19	ENSG00000126457	PRMT1	p30860	Total protein	7.62E-06	5.11818	0.01013492258	0	HIC
19	ENSG00000125726	CD70	p30080	Platelet count	7.64E-06	5.11714	0.01013679511	0	HIC
8	ENSG00000147443	DOK2	p30260	Mean reticulocyte volume	7.69E-06	5.11385	0.01015437955	0	HIC
7	ENSG00000106635	BCL7B	p30870	Triglycerides	7.71E-06	5.11299	0.01015437955	0	HIC
17	ENSG00000108825	PTGES3L-AARSD1	p30150	Eosinophill count	7.73E-06	5.11162	0.01015437955	0	HIC
17	ENSG00000198863	RUNDC1	p30150	Eosinophill count	7.73E-06	5.11162	0.01015437955	0	HIC
17	ENSG00000267060	PTGES3L	p30150	Eosinophill count	7.73E-06	5.11162	0.01015437955	0	HIC
20	ENSG00000125814	NAPB	p30720	Cystatin C	8.02E-06	5.09588	0.01050359445	0	HIC
9	ENSG00000107130	NCS1	p30020	Haemoglobin concentration	8.05E-06	5.09415	0.01050359445	0	HIC
4	ENSG00000109519	GRPEL1	p30200	Neutrophill percentage	8.05E-06	5.0941	0.01050359445	0	HIC
17	ENSG00000161405	IKZF3	p30140	Neutrophill count	8.11E-06	5.09073	0.01053969102	0	HIC
17	ENSG00000186075	ZPBP2	p30140	Neutrophill count	8.11E-06	5.09073	0.01053969102	0	HIC
17	ENSG00000108352	RAPGEFL1	p30190	Monocyte percentage	8.30E-06	5.08116	0.01073385977	0	HIC
17	ENSG00000166750	SLFN5	p30300	High light scatter reticulocyte count	8.30E-06	5.08093	0.01073385977	0	HIC
4	ENSG00000178988	MRFAP1L1	p30000	White blood cell count	8.36E-06	5.07791	0.01077313221	0	HIC
17	ENSG00000126351	THRA	p30140	Neutrophill count	8.37E-06	5.07748	0.01077313221	0	HIC
1	ENSG00000117523	PRRC2C	p30110	Platelet distribution width	8.68E-06	5.06129	0.01115842805	0	HIC
11	ENSG00000149591	TAGLN	p30260	Mean reticulocyte volume	8.84E-06	5.05366	0.01133198596	0	HIC
2	ENSG00000115207	GTF3C2	p30870	Triglycerides	8.94E-06	5.04873	0.0114369708	0	HIC
4	ENSG00000178988	MRFAP1L1	p30180	Lymphocyte percentage	9.05E-06	5.04333	0.01155547928	0	HIC
6	ENSG00000214736	TOMM6	p30260	Mean reticulocyte volume	9.08E-06	5.04212	0.01156316896	0	HIC
12	ENSG00000111775	COX6A1	p30280	Immature reticulocyte fraction	9.13E-06	5.0395	0.01158938869	0	HIC
11	ENSG00000162302	RPS6KA4	p30300	High light scatter reticulocyte count	9.13E-06	5.0393	0.01158938869	0	HIC
2	ENSG00000179921	GPBAR1	p30190	Monocyte percentage	9.20E-06	5.03627	0.0116459591	0	HIC
7	ENSG00000106638	TBL2	p30870	Triglycerides	9.37E-06	5.0281	0.01184218708	0	HIC
17	ENSG00000167447	SMG8	p30190	Monocyte percentage	9.58E-06	5.01871	0.01207564929	0	HIC
18	ENSG00000101489	CELF4	p30260	Mean reticulocyte volume	9.69E-06	5.01352	0.01219525747	0	HIC
4	ENSG00000186222	BLOC1S4	p30200	Neutrophill percentage	1.03E-05	4.98591	0.01295888491	0	HIC
17	ENSG00000131759	RARA	p30140	Neutrophill count	1.03E-05	4.98533	0.01295888491	0	HIC
2	ENSG00000128714	HOXD13	p30020	Haemoglobin concentration	1.05E-05	4.97687	0.01318632556	0	HIC
17	ENSG00000006047	YBX2	p30710	C-reactive protein	1.07E-05	4.97249	0.01326483156	0	HIC
17	ENSG00000181856	SLC2A4	p30710	C-reactive protein	1.07E-05	4.97249	0.01326483156	0	HIC
22	ENSG00000099954	CECR2	p30000	White blood cell count	1.09E-05	4.96398	0.01349937024	0	HIC
4	ENSG00000186222	BLOC1S4	p30000	White blood cell count	1.09E-05	4.9608	0.01357054007	0	HIC
8	ENSG00000157110	RBPMS	p30700	Creatinine	1.10E-05	4.95953	0.01358227756	0	HIC
17	ENSG00000141295	SCRN2	p30770	IGF-1	1.10E-05	4.95735	0.013622597	0	HIC
6	ENSG00000137218	FRS3	p30260	Mean reticulocyte volume	1.11E-05	4.95302	0.01373090139	0	HIC
6	ENSG00000112081	SRSF3	p30110	Platelet distribution width	1.14E-05	4.94369	0.01400038605	0	HIC
6	ENSG00000278224	PRICKLE4	p30260	Mean reticulocyte volume	1.16E-05	4.93391	0.01429001848	0	HIC
17	ENSG00000073536	NLE1	p30240	Reticulocyte percentage	1.18E-05	4.92858	0.01443701402	0	HIC
2	ENSG00000170178	HOXD12	p30020	Haemoglobin concentration	1.19E-05	4.92556	0.01450820781	0	HIC
11	ENSG00000149577	SIDT2	p30270	Mean sphered cell volume	1.19E-05	4.92448	0.01451482991	0	HIC
15	ENSG00000051180	RAD51	p30000	White blood cell count	1.22E-05	4.91317	0.01484272604	0	HIC
17	ENSG00000129194	SOX15	p30860	Total protein	1.22E-05	4.91302	0.01484272604	0	HIC
3	ENSG00000010319	SEMA3G	p30240	Reticulocyte percentage	1.23E-05	4.91012	0.01486686944	0	HIC
17	ENSG00000161958	FGF11	p30600	Albumin	1.23E-05	4.90969	0.01486686944	0	HIC
17	ENSG00000181284	TMEM102	p30600	Albumin	1.23E-05	4.90969	0.01486686944	0	HIC
6	ENSG00000170950	PGK2	p30260	Mean reticulocyte volume	1.24E-05	4.90799	0.01489526811	0	HIC
11	ENSG00000168071	CCDC88B	p30300	High light scatter reticulocyte count	1.24E-05	4.90515	0.01496300655	0	HIC
19	ENSG00000105679	GAPDHS	p30070	Red blood cell distribution width	1.29E-05	4.89035	0.01545080617	0	HIC
6	ENSG00000137168	PPIL1	p30070	Red blood cell distribution width	1.32E-05	4.88029	0.01578138639	0	HIC
17	ENSG00000008838	MED24	p30140	Neutrophill count	1.36E-05	4.86722	0.01623120957	0	HIC
17	ENSG00000170291	ELP5	p30850	Testosterone	1.36E-05	4.86565	0.01625767112	0	HIC
