CHROM	GENE	GENENAME	TRAIT	TRAITNAME	PVAL	LOG10P	FDR	P<1e-9	ANNOTATION
3	ENSG00000091181	IL5RA	p30210	Eosinophill percentage	4.04E-08	7.39358	0.0001240619041	0	CDS
4	ENSG00000125089	SH3TC1	p30650	Aspartate aminotransferase	4.06E-08	7.39164	0.0001240619041	0	CDS
2	ENSG00000030419	IKZF2	p30150	Eosinophill count	4.06E-08	7.39136	0.0001240619041	0	CDS
9	ENSG00000096968	JAK2	p30180	Lymphocyte percentage	4.11E-08	7.38647	0.0001249784932	0	CDS
1	ENSG00000078369	GNB1	p30180	Lymphocyte percentage	4.25E-08	7.37142	0.0001288839096	0	CDS
2	ENSG00000068724	TTC7A	p30260	Mean reticulocyte volume	4.40E-08	7.3569	0.0001327512575	0	CDS
8	ENSG00000147799	ARHGAP39	p30620	Alanine aminotransferase	4.42E-08	7.35483	0.0001328724857	0	CDS
19	ENSG00000198858	R3HDM4	p30290	High light scatter reticulocyte percentage	4.55E-08	7.3418	0.0001363948273	0	CDS
5	ENSG00000145703	IQGAP2	p30240	Reticulocyte percentage	4.74E-08	7.3246	0.0001413634437	0	CDS
19	ENSG00000104870	FCGRT	p30010	Red blood cell count	4.76E-08	7.32215	0.0001416226313	0	CDS
12	ENSG00000073060	SCARB1	p30690	Cholesterol	4.80E-08	7.31916	0.0001420608735	0	CDS
7	ENSG00000077454	LRCH4	p30010	Red blood cell count	4.96E-08	7.30431	0.0001464476927	0	CDS
12	ENSG00000134538	SLCO1B1	p30660	Direct bilirubin	5.08E-08	7.29442	0.0001492577089	0	CDS
17	ENSG00000285947	ENSG00000285947	p30770	IGF-1	5.25E-08	7.28011	0.0001536799273	0	CDS
4	ENSG00000285330	ENSG00000285330	p30090	Platelet crit	5.34E-08	7.2721	0.0001559565479	0	CDS
2	ENSG00000163219	ARHGAP25	p30190	Monocyte percentage	5.46E-08	7.26268	0.0001587837768	0	CDS
18	ENSG00000141458	NPC1	p30110	Platelet distribution width	5.66E-08	7.24746	0.0001632597461	0	CDS
5	ENSG00000198055	GRK6	p30200	Neutrophill percentage	5.66E-08	7.24739	0.0001632597461	0	CDS
19	ENSG00000130173	ANGPTL8	p30760	HDL Cholesterol	6.35E-08	7.19741	0.0001824985859	0	CDS
11	ENSG00000133805	AMPD3	p30250	Reticulocyte count	6.96E-08	7.15714	0.0001994967204	0	CDS
14	ENSG00000092067	CEBPE	p30150	Eosinophill count	7.16E-08	7.14498	0.0002044126859	0	CDS
7	ENSG00000015520	NPC1L1	p30690	Cholesterol	7.27E-08	7.13831	0.0002068215144	0	CDS
2	ENSG00000115657	ABCB6	p30290	High light scatter reticulocyte percentage	7.59E-08	7.11991	0.0002149905276	0	CDS
3	ENSG00000164062	APEH	p30010	Red blood cell count	7.64E-08	7.11669	0.0002158085459	0	CDS
1	ENSG00000143126	CELSR2	p30640	Apolipoprotein B	7.84E-08	7.10541	0.0002206904863	0	CDS
11	ENSG00000167325	RRM1	p30270	Mean sphered cell volume	8.44E-08	7.0739	0.0002364472157	0	CDS
16	ENSG00000140968	IRF8	p30200	Neutrophill percentage	8.55E-08	7.06781	0.0002389298312	0	CDS
2	ENSG00000138075	ABCG5	p30640	Apolipoprotein B	8.82E-08	7.05433	0.0002455851417	0	CDS
2	ENSG00000205639	MFSD2B	p30300	High light scatter reticulocyte count	9.26E-08	7.03358	0.0002566902065	0	CDS
19	ENSG00000167601	AXL	p30270	Mean sphered cell volume	9.61E-08	7.01738	0.0002655045525	0	CDS
1	ENSG00000183508	TENT5C	p30290	High light scatter reticulocyte percentage	9.85E-08	7.00672	0.0002704852253	0	CDS
1	ENSG00000162511	LAPTM5	p30090	Platelet crit	9.86E-08	7.00625	0.0002704852253	0	CDS
6	ENSG00000124508	BTN2A2	p30300	High light scatter reticulocyte count	1.20E-07	6.92221	0.0003270863154	0	CDS
12	ENSG00000152556	PFKM	p30750	Glycated haemoglobin (HbA1c)	1.29E-07	6.89069	0.0003504826395	0	CDS
9	ENSG00000198569	SLC34A3	p30810	Phosphate	1.34E-07	6.87162	0.0003649437412	0	CDS
18	ENSG00000141458	NPC1	p30200	Neutrophill percentage	1.50E-07	6.8234	0.0004063877094	0	CDS
19	ENSG00000130202	NECTIN2	p30710	C-reactive protein	1.54E-07	6.81279	0.0004150022103	0	CDS
9	ENSG00000198569	SLC34A3	p30700	Creatinine	1.58E-07	6.80097	0.000424986778	0	CDS
3	ENSG00000175054	ATR	p30300	High light scatter reticulocyte count	1.59E-07	6.79838	0.0004260647023	0	CDS
2	ENSG00000205639	MFSD2B	p30270	Mean sphered cell volume	1.60E-07	6.79485	0.0004271998359	0	CDS
17	ENSG00000109062	SLC9A3R1	p30000	White blood cell count	1.61E-07	6.79426	0.0004271998359	0	CDS
4	ENSG00000123739	PLA2G12A	p30750	Glycated haemoglobin (HbA1c)	1.61E-07	6.79254	0.0004274412111	0	CDS
16	ENSG00000167395	ZNF646	p30210	Eosinophill percentage	1.65E-07	6.7815	0.0004369650446	0	CDS
1	ENSG00000078369	GNB1	p30260	Mean reticulocyte volume	1.68E-07	6.77587	0.0004411760808	0	CDS
3	ENSG00000010327	STAB1	p30600	Albumin	1.68E-07	6.77418	0.0004414099754	0	CDS
1	ENSG00000162551	ALPL	p30680	Calcium	1.69E-07	6.77259	0.0004415472856	0	CDS
17	ENSG00000240505	TNFRSF13B	p30010	Red blood cell count	1.77E-07	6.75178	0.0004616758452	0	CDS
22	ENSG00000187045	TMPRSS6	p30070	Red blood cell distribution width	1.80E-07	6.74419	0.0004682544486	0	CDS
19	ENSG00000125910	S1PR4	p30210	Eosinophill percentage	1.81E-07	6.74194	0.0004691281188	0	CDS
3	ENSG00000214706	IFRD2	p30280	Immature reticulocyte fraction	1.83E-07	6.73852	0.0004712764943	0	CDS
19	ENSG00000167772	ANGPTL4	p30870	Triglycerides	1.84E-07	6.73495	0.0004736034136	0	CDS
2	ENSG00000115657	ABCB6	p30300	High light scatter reticulocyte count	1.85E-07	6.73237	0.0004748632585	0	CDS
1	ENSG00000078369	GNB1	p30200	Neutrophill percentage	1.91E-07	6.71965	0.0004873791892	0	CDS
19	ENSG00000171105	INSR	p30870	Triglycerides	2.00E-07	6.69965	0.0005086862893	0	CDS
5	ENSG00000213347	MXD3	p30810	Phosphate	2.02E-07	6.69539	0.0005120326928	0	CDS
3	ENSG00000114656	CFAP92	p30190	Monocyte percentage	2.04E-07	6.69046	0.0005162022916	0	CDS
17	ENSG00000005961	ITGA2B	p30080	Platelet count	2.08E-07	6.68221	0.0005244048671	0	CDS
6	ENSG00000124508	BTN2A2	p30250	Reticulocyte count	2.28E-07	6.64214	0.0005732420212	0	CDS
3	ENSG00000164062	APEH	p30070	Red blood cell distribution width	2.31E-07	6.63715	0.0005780079524	0	CDS
12	ENSG00000111252	SH2B3	p30000	White blood cell count	2.34E-07	6.63139	0.0005838537448	0	CDS
19	ENSG00000130300	PLVAP	p30300	High light scatter reticulocyte count	2.46E-07	6.60932	0.000612334543	0	CDS
2	ENSG00000144481	TRPM8	p30660	Direct bilirubin	2.56E-07	6.59207	0.0006351230198	0	CDS
12	ENSG00000111252	SH2B3	p30250	Reticulocyte count	2.59E-07	6.5861	0.0006418762771	0	CDS
17	ENSG00000185245	GP1BA	p30110	Platelet distribution width	2.62E-07	6.58119	0.0006471264415	0	CDS
19	ENSG00000269858	EGLN2	p30030	Haematocrit percentage	2.67E-07	6.57352	0.0006565855001	0	CDS
3	ENSG00000010282	HHATL	p30190	Monocyte percentage	2.69E-07	6.57053	0.0006590490291	0	CDS
22	ENSG00000183765	CHEK2	p30000	White blood cell count	2.74E-07	6.56225	0.0006696354384	0	CDS
17	ENSG00000004939	SLC4A1	p30270	Mean sphered cell volume	2.79E-07	6.55461	0.0006793966095	0	CDS
17	ENSG00000121053	EPX	p30210	Eosinophill percentage	2.81E-07	6.55098	0.0006829714288	0	CDS
4	ENSG00000170180	GYPA	p30270	Mean sphered cell volume	3.02E-07	6.52061	0.0007301731943	0	CDS
12	ENSG00000257046	SLCO1B3-SLCO1B7	p30660	Direct bilirubin	3.03E-07	6.5188	0.000730959639	0	CDS
3	ENSG00000075651	PLD1	p30750	Glycated haemoglobin (HbA1c)	3.11E-07	6.50755	0.0007478337251	0	CDS
2	ENSG00000081479	LRP2	p30720	Cystatin C	3.14E-07	6.50331	0.0007528540787	0	CDS
19	ENSG00000198858	R3HDM4	p30280	Immature reticulocyte fraction	3.21E-07	6.49331	0.0007680343693	0	CDS
21	ENSG00000141959	PFKL	p30750	Glycated haemoglobin (HbA1c)	3.28E-07	6.48389	0.0007824823747	0	CDS
2	ENSG00000138075	ABCG5	p30690	Cholesterol	3.33E-07	6.47795	0.0007908470695	0	CDS
2	ENSG00000115956	PLEK	p30200	Neutrophill percentage	3.44E-07	6.46322	0.000815651178	0	CDS
2	ENSG00000205639	MFSD2B	p30280	Immature reticulocyte fraction	3.58E-07	6.44663	0.0008437432742	0	CDS
3	ENSG00000090534	THPO	p30090	Platelet crit	3.58E-07	6.44589	0.0008437432742	0	CDS
14	ENSG00000092067	CEBPE	p30210	Eosinophill percentage	3.69E-07	6.43305	0.0008664513329	0	CDS
15	ENSG00000128849	CGNL1	p30720	Cystatin C	3.95E-07	6.40311	0.0009255117586	0	CDS
17	ENSG00000185245	GP1BA	p30080	Platelet count	3.97E-07	6.40116	0.0009269015334	0	CDS
19	ENSG00000130300	PLVAP	p30290	High light scatter reticulocyte percentage	3.99E-07	6.39867	0.0009294566312	0	CDS
22	ENSG00000187045	TMPRSS6	p30020	Haemoglobin concentration	4.01E-07	6.39698	0.0009303117512	0	CDS
4	ENSG00000123739	PLA2G12A	p30080	Platelet count	4.23E-07	6.37368	0.0009786822401	0	CDS
16	ENSG00000131149	GSE1	p30210	Eosinophill percentage	4.25E-07	6.37111	0.0009815867998	0	CDS
19	ENSG00000130203	APOE	p30640	Apolipoprotein B	4.46E-07	6.35028	0.001025255958	0	CDS
19	ENSG00000198858	R3HDM4	p30300	High light scatter reticulocyte count	4.47E-07	6.34921	0.001025255958	0	CDS
1	ENSG00000143028	SYPL2	p30640	Apolipoprotein B	4.48E-07	6.34838	0.001025255958	0	CDS
6	ENSG00000197594	ENPP1	p30810	Phosphate	4.54E-07	6.34252	0.001036153952	0	CDS
2	ENSG00000115657	ABCB6	p30240	Reticulocyte percentage	4.62E-07	6.33527	0.001050533643	0	CDS
19	ENSG00000090013	BLVRB	p30300	High light scatter reticulocyte count	4.79E-07	6.31997	0.001085048904	0	CDS
22	ENSG00000177663	IL17RA	p30140	Neutrophill count	4.80E-07	6.31863	0.001085256283	0	CDS
1	ENSG00000078369	GNB1	p30140	Neutrophill count	5.04E-07	6.29714	0.00113702217	0	CDS
16	ENSG00000103260	METRN	p30260	Mean reticulocyte volume	5.08E-07	6.29393	0.001141255755	0	CDS
6	ENSG00000170927	PKHD1	p30720	Cystatin C	5.09E-07	6.29303	0.001141255755	0	CDS
16	ENSG00000007545	CRAMP1	p30770	IGF-1	5.17E-07	6.28663	0.001154889315	0	CDS
3	ENSG00000010327	STAB1	p30860	Total protein	5.26E-07	6.27939	0.001170957928	0	CDS
2	ENSG00000163466	ARPC2	p30190	Monocyte percentage	5.37E-07	6.26973	0.00119389393	0	CDS
8	ENSG00000104320	NBN	p30120	Lymphocyte count	5.48E-07	6.26156	0.001210208098	0	CDS
22	ENSG00000177663	IL17RA	p30180	Lymphocyte percentage	5.49E-07	6.26068	0.001210208098	0	CDS
9	ENSG00000198569	SLC34A3	p30030	Haematocrit percentage	5.49E-07	6.26015	0.001210208098	0	CDS
18	ENSG00000141458	NPC1	p30190	Monocyte percentage	5.54E-07	6.25683	0.001216069538	0	CDS
16	ENSG00000162032	SPSB3	p30770	IGF-1	5.78E-07	6.23838	0.001265290338	0	CDS
12	ENSG00000012504	NR1H4	p30850	Testosterone	5.81E-07	6.23611	0.001268368305	0	CDS
1	ENSG00000163050	COQ8A	p30260	Mean reticulocyte volume	5.84E-07	6.23387	0.001271375854	0	CDS
12	ENSG00000111252	SH2B3	p30140	Neutrophill count	6.22E-07	6.20655	0.001350162081	0	CDS
11	ENSG00000133805	AMPD3	p30290	High light scatter reticulocyte percentage	6.45E-07	6.19046	0.00139724063	0	CDS
11	ENSG00000118137	APOA1	p30870	Triglycerides	6.47E-07	6.18912	0.001397686715	0	CDS
19	ENSG00000080031	PTPRH	p30080	Platelet count	6.66E-07	6.17621	0.001435892022	0	CDS
5	ENSG00000145703	IQGAP2	p30110	Platelet distribution width	6.88E-07	6.16224	0.001478757717	0	CDS
12	ENSG00000111252	SH2B3	p30210	Eosinophill percentage	7.49E-07	6.12553	0.001599492999	0	CDS
6	ENSG00000124508	BTN2A2	p30290	High light scatter reticulocyte percentage	7.49E-07	6.1255	0.001599492999	0	CDS
4	ENSG00000170180	GYPA	p30260	Mean reticulocyte volume	7.51E-07	6.12459	0.001599492999	0	CDS
19	ENSG00000080031	PTPRH	p30750	Glycated haemoglobin (HbA1c)	7.57E-07	6.12063	0.001609757988	0	CDS
17	ENSG00000141738	GRB7	p30700	Creatinine	7.63E-07	6.11745	0.001617193703	0	CDS
12	ENSG00000111679	PTPN6	p30110	Platelet distribution width	7.68E-07	6.11452	0.001623740726	0	CDS
1	ENSG00000158711	ELK4	p30180	Lymphocyte percentage	7.83E-07	6.10599	0.001651484485	0	CDS
19	ENSG00000130300	PLVAP	p30250	Reticulocyte count	8.03E-07	6.09515	0.001688672643	0	CDS
17	ENSG00000121053	EPX	p30150	Eosinophill count	8.10E-07	6.09157	0.001697997865	0	CDS
19	ENSG00000130173	ANGPTL8	p30870	Triglycerides	8.13E-07	6.08968	0.001697997865	0	CDS
4	ENSG00000285330	ENSG00000285330	p30750	Glycated haemoglobin (HbA1c)	8.14E-07	6.08927	0.001697997865	0	CDS
16	ENSG00000103335	PIEZO1	p30020	Haemoglobin concentration	8.48E-07	6.07179	0.001763033493	0	CDS
20	ENSG00000019186	CYP24A1	p30670	Urea	8.81E-07	6.05527	0.001826531042	0	CDS
4	ENSG00000196616	ADH1B	p30760	HDL Cholesterol	8.84E-07	6.05359	0.001828759553	0	CDS
13	ENSG00000136122	BORA	p30270	Mean sphered cell volume	8.87E-07	6.05197	0.001830750653	0	CDS
9	ENSG00000136872	ALDOB	p30630	Apolipoprotein A	8.99E-07	6.0463	0.001849927937	0	CDS
7	ENSG00000086232	EIF2AK1	p30300	High light scatter reticulocyte count	9.52E-07	6.02119	0.001954894983	0	CDS
19	ENSG00000269858	EGLN2	p30010	Red blood cell count	1.04E-06	5.98176	0.002135084387	0	CDS
13	ENSG00000136122	BORA	p30260	Mean reticulocyte volume	1.09E-06	5.96273	0.002224895582	0	CDS
7	ENSG00000086232	EIF2AK1	p30280	Immature reticulocyte fraction	1.10E-06	5.95942	0.002236079207	0	CDS
10	ENSG00000119919	NKX2-3	p30270	Mean sphered cell volume	1.10E-06	5.95676	0.002243973264	0	CDS
5	ENSG00000131183	SLC34A1	p30810	Phosphate	1.13E-06	5.94524	0.00229832321	0	CDS
16	ENSG00000206177	HBM	p30240	Reticulocyte percentage	1.17E-06	5.93295	0.002358182665	0	CDS
7	ENSG00000086232	EIF2AK1	p30290	High light scatter reticulocyte percentage	1.18E-06	5.92878	0.002374798041	0	CDS
21	ENSG00000141959	PFKL	p30030	Haematocrit percentage	1.18E-06	5.92737	0.002376395965	0	CDS
19	ENSG00000132004	FBXW9	p30110	Platelet distribution width	1.20E-06	5.9224	0.002397583828	0	CDS
15	ENSG00000128849	CGNL1	p30700	Creatinine	1.23E-06	5.91022	0.002459470684	0	CDS
9	ENSG00000122729	ACO1	p30020	Haemoglobin concentration	1.24E-06	5.90715	0.002470599451	0	CDS
1	ENSG00000163554	SPTA1	p30260	Mean reticulocyte volume	1.24E-06	5.90506	0.002476200787	0	CDS
15	ENSG00000166947	EPB42	p30270	Mean sphered cell volume	1.26E-06	5.90094	0.002493458738	0	CDS
2	ENSG00000119772	DNMT3A	p30210	Eosinophill percentage	1.29E-06	5.89007	0.002550182798	0	CDS
19	ENSG00000130158	DOCK6	p30250	Reticulocyte count	1.30E-06	5.88711	0.002561139426	0	CDS
2	ENSG00000205639	MFSD2B	p30240	Reticulocyte percentage	1.33E-06	5.87533	0.002624931055	0	CDS
16	ENSG00000039523	RIPOR1	p30760	HDL Cholesterol	1.36E-06	5.86515	0.002680435342	0	CDS
16	ENSG00000224578	HNRNPA1L3	p30000	White blood cell count	1.38E-06	5.85983	0.002706671263	0	CDS
9	ENSG00000096968	JAK2	p30010	Red blood cell count	1.39E-06	5.85638	0.002721437823	0	CDS
19	ENSG00000130300	PLVAP	p30240	Reticulocyte percentage	1.45E-06	5.83842	0.002829267658	0	CDS
9	ENSG00000096968	JAK2	p30110	Platelet distribution width	1.47E-06	5.83227	0.002862479299	0	CDS
1	ENSG00000143028	SYPL2	p30690	Cholesterol	1.56E-06	5.80765	0.003021922773	0	CDS
3	ENSG00000144908	ALDH1L1	p30700	Creatinine	1.65E-06	5.78161	0.003200715275	0	CDS
12	ENSG00000111271	ACAD10	p30150	Eosinophill count	1.69E-06	5.77233	0.003261770379	0	CDS
6	ENSG00000124508	BTN2A2	p30240	Reticulocyte percentage	1.72E-06	5.76433	0.003314227939	0	CDS
19	ENSG00000090013	BLVRB	p30290	High light scatter reticulocyte percentage	1.73E-06	5.76149	0.003327775334	0	CDS
11	ENSG00000162241	SLC25A45	p30700	Creatinine	1.75E-06	5.75683	0.003355430475	0	CDS
7	ENSG00000160870	CYP3A7	p30260	Mean reticulocyte volume	1.76E-06	5.75384	0.003370350748	0	CDS
7	ENSG00000282301	CYP3A7-CYP3A51P	p30260	Mean reticulocyte volume	1.78E-06	5.75055	0.003387696933	0	CDS
17	ENSG00000236320	SLFN14	p30290	High light scatter reticulocyte percentage	1.82E-06	5.7401	0.003461757053	0	CDS
1	ENSG00000159388	BTG2	p30260	Mean reticulocyte volume	1.83E-06	5.73739	0.003474971056	0	CDS
4	ENSG00000123739	PLA2G12A	p30270	Mean sphered cell volume	1.88E-06	5.72527	0.003564661996	0	CDS
17	ENSG00000240505	TNFRSF13B	p30000	White blood cell count	1.89E-06	5.72353	0.003570327595	0	CDS
8	ENSG00000029534	ANK1	p30750	Glycated haemoglobin (HbA1c)	1.98E-06	5.7037	0.003728123674	0	CDS
1	ENSG00000078369	GNB1	p30010	Red blood cell count	2.07E-06	5.68341	0.003897041916	0	CDS
2	ENSG00000115657	ABCB6	p30250	Reticulocyte count	2.14E-06	5.66922	0.004016819833	0	CDS
7	ENSG00000166925	TSC22D4	p30010	Red blood cell count	2.17E-06	5.66333	0.00406192711	0	CDS
19	ENSG00000269858	EGLN2	p30020	Haemoglobin concentration	2.20E-06	5.65688	0.004112864338	0	CDS
5	ENSG00000198055	GRK6	p30180	Lymphocyte percentage	2.21E-06	5.65558	0.004115372178	0	CDS
16	ENSG00000103335	PIEZO1	p30300	High light scatter reticulocyte count	2.24E-06	5.65065	0.004152468167	0	CDS
16	ENSG00000167395	ZNF646	p30150	Eosinophill count	2.30E-06	5.63781	0.004266934308	0	CDS
16	ENSG00000213398	LCAT	p30750	Glycated haemoglobin (HbA1c)	2.37E-06	5.62511	0.004383167228	0	CDS
10	ENSG00000107611	CUBN	p30700	Creatinine	2.38E-06	5.6238	0.004385907596	0	CDS
19	ENSG00000167601	AXL	p30870	Triglycerides	2.38E-06	5.62279	0.004385907596	0	CDS
4	ENSG00000171564	FGB	p30690	Cholesterol	2.48E-06	5.60565	0.004551754273	0	CDS
19	ENSG00000080031	PTPRH	p30070	Red blood cell distribution width	2.54E-06	5.59531	0.004650509465	0	CDS
16	ENSG00000065054	SLC9A3R2	p30020	Haemoglobin concentration	2.55E-06	5.59346	0.004659449816	0	CDS
3	ENSG00000175054	ATR	p30290	High light scatter reticulocyte percentage	2.56E-06	5.59206	0.004663598087	0	CDS
3	ENSG00000121807	CCR2	p30130	Monocyte count	2.59E-06	5.58588	0.004719434381	0	CDS
20	ENSG00000042062	RIPOR3	p30110	Platelet distribution width	2.64E-06	5.57815	0.004793040928	0	CDS
16	ENSG00000167395	ZNF646	p30760	HDL Cholesterol	2.72E-06	5.56494	0.004929633824	0	CDS
1	ENSG00000151414	NEK7	p30650	Aspartate aminotransferase	2.74E-06	5.5616	0.004952889948	0	CDS
2	ENSG00000072080	SPP2	p30810	Phosphate	2.75E-06	5.56089	0.004952889948	0	CDS
18	ENSG00000150637	CD226	p30110	Platelet distribution width	2.76E-06	5.55859	0.00496774335	0	CDS
2	ENSG00000205639	MFSD2B	p30180	Lymphocyte percentage	2.80E-06	5.55349	0.005014895855	0	CDS
22	ENSG00000025708	TYMP	p30260	Mean reticulocyte volume	2.89E-06	5.53895	0.005173768242	0	CDS
11	ENSG00000152270	PDE3B	p30870	Triglycerides	2.94E-06	5.53142	0.005249715053	0	CDS
9	ENSG00000122729	ACO1	p30030	Haematocrit percentage	2.95E-06	5.52965	0.005249715053	0	CDS
1	ENSG00000163554	SPTA1	p30750	Glycated haemoglobin (HbA1c)	2.95E-06	5.52965	0.005249715053	0	CDS
2	ENSG00000136542	GALNT5	p30810	Phosphate	3.04E-06	5.51764	0.005384678995	0	CDS
11	ENSG00000149781	FERMT3	p30300	High light scatter reticulocyte count	3.09E-06	5.50975	0.005470992738	0	CDS
9	ENSG00000198569	SLC34A3	p30020	Haemoglobin concentration	3.23E-06	5.49111	0.005698029343	0	CDS
5	ENSG00000113739	STC2	p30000	White blood cell count	3.25E-06	5.4878	0.00571465996	0	CDS
9	ENSG00000096968	JAK2	p30030	Haematocrit percentage	3.25E-06	5.48774	0.00571465996	0	CDS
19	ENSG00000267534	S1PR2	p30000	White blood cell count	3.26E-06	5.48666	0.00571465996	0	CDS
11	ENSG00000149781	FERMT3	p30290	High light scatter reticulocyte percentage	3.27E-06	5.48554	0.00571465996	0	CDS
9	ENSG00000096968	JAK2	p30200	Neutrophill percentage	3.27E-06	5.48497	0.00571465996	0	CDS
17	ENSG00000108342	CSF3	p30140	Neutrophill count	3.34E-06	5.47627	0.005817308111	0	CDS
19	ENSG00000104870	FCGRT	p30030	Haematocrit percentage	3.39E-06	5.46962	0.005893942489	0	CDS
17	ENSG00000005381	MPO	p30140	Neutrophill count	3.42E-06	5.46561	0.005935425603	0	CDS
15	ENSG00000166411	IDH3A	p30070	Red blood cell distribution width	3.44E-06	5.46338	0.005940083567	0	CDS
7	ENSG00000077454	LRCH4	p30020	Haemoglobin concentration	3.44E-06	5.46321	0.005940083567	0	CDS
1	ENSG00000116678	LEPR	p30710	C-reactive protein	3.45E-06	5.46239	0.005940083567	0	CDS
4	ENSG00000171564	FGB	p30870	Triglycerides	3.48E-06	5.45815	0.005985177174	0	CDS
1	ENSG00000162711	NLRP3	p30710	C-reactive protein	3.54E-06	5.45149	0.006064340318	0	CDS
17	ENSG00000240505	TNFRSF13B	p30200	Neutrophill percentage	3.62E-06	5.44174	0.006188454577	0	CDS
9	ENSG00000096968	JAK2	p30140	Neutrophill count	3.73E-06	5.42819	0.006370638027	0	CDS
21	ENSG00000141959	PFKL	p30020	Haemoglobin concentration	3.81E-06	5.41916	0.006490314205	0	CDS
2	ENSG00000115956	PLEK	p30180	Lymphocyte percentage	3.88E-06	5.41121	0.006595847045	0	CDS
17	ENSG00000236320	SLFN14	p30300	High light scatter reticulocyte count	3.89E-06	5.40978	0.006603246081	0	CDS
15	ENSG00000140443	IGF1R	p30770	IGF-1	3.95E-06	5.40296	0.006693240528	0	CDS
16	ENSG00000103335	PIEZO1	p30250	Reticulocyte count	3.99E-06	5.3989	0.006741513625	0	CDS
16	ENSG00000065054	SLC9A3R2	p30300	High light scatter reticulocyte count	4.09E-06	5.38814	0.006895732836	0	CDS
15	ENSG00000166947	EPB42	p30750	Glycated haemoglobin (HbA1c)	4.14E-06	5.38267	0.0069574884	0	CDS
22	ENSG00000217442	SYCE3	p30270	Mean sphered cell volume	4.15E-06	5.3824	0.0069574884	0	CDS
1	ENSG00000181754	AMIGO1	p30640	Apolipoprotein B	4.19E-06	5.37774	0.007017485551	0	CDS
16	ENSG00000140986	RPL3L	p30140	Neutrophill count	4.34E-06	5.36251	0.007252413449	0	CDS
3	ENSG00000091181	IL5RA	p30150	Eosinophill count	4.35E-06	5.36153	0.007253298738	0	CDS
11	ENSG00000133805	AMPD3	p30240	Reticulocyte percentage	4.47E-06	5.34999	0.007432767527	0	CDS
8	ENSG00000160957	RECQL4	p30620	Alanine aminotransferase	4.50E-06	5.34723	0.007464272751	0	CDS
18	ENSG00000176225	RTTN	p30260	Mean reticulocyte volume	4.54E-06	5.34294	0.007522399756	0	CDS
9	ENSG00000096968	JAK2	p30770	IGF-1	4.59E-06	5.33799	0.007592543117	0	CDS
16	ENSG00000131149	GSE1	p30190	Monocyte percentage	4.64E-06	5.33383	0.007649447459	0	CDS
16	ENSG00000206177	HBM	p30290	High light scatter reticulocyte percentage	4.84E-06	5.31501	0.007971403592	0	CDS
5	ENSG00000164363	SLC6A18	p30090	Platelet crit	4.89E-06	5.31031	0.008041210942	0	CDS
19	ENSG00000130164	LDLR	p30630	Apolipoprotein A	5.10E-06	5.29227	0.008364693432	0	CDS
14	ENSG00000205436	EXOC3L4	p30080	Platelet count	5.13E-06	5.28992	0.008392483789	0	CDS
5	ENSG00000131183	SLC34A1	p30700	Creatinine	5.30E-06	5.27607	0.008646351645	0	CDS
7	ENSG00000077454	LRCH4	p30030	Haematocrit percentage	5.34E-06	5.27242	0.008701160312	0	CDS
15	ENSG00000166035	LIPC	p30870	Triglycerides	5.36E-06	5.27085	0.008714517197	0	CDS
10	ENSG00000155229	MMS19	p30200	Neutrophill percentage	5.45E-06	5.26394	0.008835911745	0	CDS
11	ENSG00000025434	NR1H3	p30650	Aspartate aminotransferase	5.48E-06	5.26091	0.008879352082	0	CDS
16	ENSG00000178257	PRM3	p30150	Eosinophill count	5.51E-06	5.25923	0.008894809865	0	CDS
16	ENSG00000008710	PKD1	p30700	Creatinine	5.52E-06	5.25836	0.008894809865	0	CDS
1	ENSG00000183508	TENT5C	p30010	Red blood cell count	5.54E-06	5.25679	0.008907163954	0	CDS
17	ENSG00000131482	G6PC1	p30700	Creatinine	5.55E-06	5.25597	0.008907163954	0	CDS
22	ENSG00000133477	FAM83F	p30670	Urea	5.57E-06	5.25391	0.008931174722	0	CDS
16	ENSG00000121281	ADCY7	p30210	Eosinophill percentage	5.70E-06	5.24407	0.009094250561	0	CDS
8	ENSG00000029534	ANK1	p30260	Mean reticulocyte volume	5.71E-06	5.24342	0.009094250561	0	CDS
17	ENSG00000167711	SERPINF2	p30600	Albumin	5.71E-06	5.24339	0.009094250561	0	CDS
14	ENSG00000092067	CEBPE	p30130	Monocyte count	5.78E-06	5.2377	0.009191607871	0	CDS
2	ENSG00000248672	LY75-CD302	p30140	Neutrophill count	5.79E-06	5.237	0.009191607871	0	CDS
6	ENSG00000096654	ZNF184	p30020	Haemoglobin concentration	5.88E-06	5.23048	0.00931175324	0	CDS
3	ENSG00000114383	TUSC2	p30070	Red blood cell distribution width	6.00E-06	5.2222	0.009462518273	0	CDS
16	ENSG00000213398	LCAT	p30690	Cholesterol	6.00E-06	5.22175	0.009462518273	0	CDS
19	ENSG00000125910	S1PR4	p30090	Platelet crit	6.06E-06	5.21767	0.009525308821	0	CDS
7	ENSG00000106266	SNX8	p30650	Aspartate aminotransferase	6.07E-06	5.21713	0.009525308821	0	CDS
1	ENSG00000183508	TENT5C	p30300	High light scatter reticulocyte count	6.10E-06	5.21485	0.009556257905	0	CDS
2	ENSG00000054219	LY75	p30140	Neutrophill count	6.18E-06	5.20905	0.009665368206	0	CDS
